"LONGITUDE","LATITUDE","ISLAND","SITE","SITEVISITID","OBS_YEAR"
144.8434,13.6373,"Guam","GUA-00093",3880,2011
144.85518,13.65597,"Guam","GUA-00157",3881,2011
144.83389,13.61554,"Guam","GUA-00219",3883,2011
144.83345,13.58741,"Guam","GUA-00197",3885,2011
144.82872,13.57768,"Guam","GUA-00503",3886,2011
144.84782,13.64457,"Guam","GUA-00203",3887,2011
144.83391,13.60023,"Guam","GUA-00498",3890,2011
144.81721,13.56452,"Guam","GUA-00099",3896,2011
144.80977,13.55917,"Guam","GUA-00097",3897,2011
144.80615,13.5451,"Guam","GUA-00294",3898,2011
144.80457,13.54059,"Guam","GUA-00569",3899,2011
144.8019,13.53765,"Guam","GUA-00358",3900,2011
144.79942,13.53329,"Guam","GUA-00700",3901,2011
144.80119,13.52121,"Guam","GUA-00693",3902,2011
144.80119,13.52121,"Guam","GUA-00424",3903,2011
144.79985,13.51904,"Guam","GUA-00687",3904,2011
144.78442,13.50941,"Guam","GUA-00681",3906,2011
144.79274,13.51244,"Guam","GUA-00682",3907,2011
144.79631,13.51716,"Guam","GUA-00683",3908,2011
144.80147,13.52447,"Guam","GUA-00675",3909,2011
144.79974,13.53116,"Guam","GUA-00678",3910,2011
144.80107,13.52689,"Guam","GUA-00180",3911,2011
144.80081,13.52,"Guam","GUA-00684",3912,2011
144.79485,13.51157,"Guam","GUA-00686",3913,2011
144.63315,13.46391,"Guam","GUA-00247",3914,2011
144.65547,13.46857,"Guam","GUA-00262",3915,2011
144.6478,13.46866,"Guam","GUA-00352",3916,2011
144.67242,13.46421,"Guam","GUA-00438",3917,2011
144.74667,13.48469,"Guam","GUA-00311",3918,2011
144.75113,13.48386,"Guam","GUA-00638",3919,2011
144.73404,13.48339,"Guam","GUA-00380",3920,2011
144.73047,13.48282,"Guam","GUA-00559",3921,2011
144.65413,13.3978,"Guam","GUA-00120",3922,2011
144.64387,13.3815,"Guam","GUA-00156",3923,2011
144.63492,13.35948,"Guam","GUA-00123",3924,2011
144.63872,13.34447,"Guam","GUA-00401",3925,2011
144.64045,13.34883,"Guam","GUA-00378",3926,2011
144.64233,13.3701,"Guam","GUA-00267",3927,2011
144.65843,13.40532,"Guam","GUA-00224",3928,2011
144.65273,13.38778,"Guam","GUA-00490",3929,2011
144.65703,13.2803,"Guam","GUA-00177",3930,2011
144.65527,13.27008,"Guam","GUA-00138",3931,2011
144.6387,13.22989,"Guam","GUA-00255",3932,2011
144.64003,13.24092,"Guam","GUA-00435",3933,2011
144.64758,13.25278,"Guam","GUA-00554",3934,2011
144.65436,13.29017,"Guam","GUA-00205",3935,2011
144.64729,13.3134,"Guam","GUA-00200",3936,2011
144.65352,13.30765,"Guam","GUA-00564",3937,2011
144.64793,13.32914,"Guam","GUA-00653",3938,2011
144.94537,13.60154,"Guam","GUA-00747",3945,2011
144.93866,13.60156,"Guam","GUA-00213",3946,2011
144.93327,13.60202,"Guam","GUA-00729",3947,2011
144.91199,13.60634,"Guam","GUA-00737",3948,2011
144.90698,13.61395,"Guam","GUA-00734",3949,2011
144.90433,13.62062,"Guam","GUA-00299",3950,2011
144.90202,13.62323,"Guam","GUA-00471",3951,2011
144.90601,13.61882,"Guam","GUA-00113",3958,2011
144.90761,13.61315,"Guam","GUA-00739",3959,2011
144.91382,13.60756,"Guam","GUA-00746",3960,2011
144.92557,13.60319,"Guam","GUA-00335",3961,2011
144.94981,13.60136,"Guam","GUA-00732",3962,2011
144.93935,13.60139,"Guam","GUA-00752",3963,2011
144.92795,13.60149,"Guam","GUA-00492",3964,2011
144.92049,13.60331,"Guam","GUA-00755",3965,2011
144.87621,13.65516,"Guam","GUA-00176",3972,2011
144.87935,13.64855,"Guam","GUA-00275",3973,2011
144.88486,13.6467,"Guam","GUA-00146",3974,2011
144.87572,13.65253,"Guam","GUA-00306",3975,2011
144.89825,13.62654,"Guam","GUA-00647",3976,2011
144.89804,13.62883,"Guam","GUA-00122",3977,2011
144.88577,13.64085,"Guam","GUA-00583",3978,2011
144.8761,13.65039,"Guam","GUA-00630",3979,2011
-166.06371,23.69576,"French Frigate","FFS-00128",4015,2011
-175.96251,27.86913,"Pearl & Hermes","PHR-00168",4085,2011
-175.72916,27.95141,"Pearl & Hermes","PHR-00339",4089,2011
-175.74295,27.94986,"Pearl & Hermes","PHR-00333",4090,2011
-175.77779,27.96286,"Pearl & Hermes","PHR-00332",4091,2011
-175.7774,27.96695,"Pearl & Hermes","PHR-00337",4092,2011
-175.99785,27.79673,"Pearl & Hermes","PHR-00340",4096,2011
-175.85681,27.79116,"Pearl & Hermes","PHR-00135",4099,2011
-175.88596,27.78152,"Pearl & Hermes","PHR-00137",4100,2011
-173.92238,25.92256,"Lisianski","LIS-00438",4102,2011
-173.92267,25.95654,"Lisianski","LIS-00436",4103,2011
-173.87076,25.95722,"Lisianski","LIS-00232",4104,2011
-173.88257,26.04329,"Lisianski","LIS-00437",4105,2011
-173.88179,26.04231,"Lisianski","LIS-00234",4106,2011
-173.87526,26.02157,"Lisianski","LIS-00435",4107,2011
-173.95509,26.06315,"Lisianski","LIS-00430",4109,2011
-173.9352,26.07808,"Lisianski","LIS-00432",4110,2011
-174.04721,26.04704,"Lisianski","LIS-00233",4111,2011
-169.560781,16.71641573,"Johnston","JOH-00221",4190,2012
-169.5463465,16.74110807,"Johnston","JOH-00215",4191,2012
-169.5593842,16.7085686,"Johnston","JOH-00205",4194,2012
-169.5034366,16.77577813,"Johnston","JOH-00227",4206,2012
-169.5052172,16.77441197,"Johnston","JOH-00219",4207,2012
-169.5241636,16.76520335,"Johnston","JOH-00209",4210,2012
-176.6240078,0.82447568,"Howland","HOW-00187",4235,2012
-176.62477,0.82282,"Howland","HOW-00161",4236,2012
-176.6241307,0.81542406,"Howland","HOW-00155",4237,2012
-176.6210615,0.80330425,"Howland","HOW-00133",4238,2012
-176.6215547,0.80630212,"Howland","HOW-00177",4239,2012
-176.6221035,0.80912691,"Howland","HOW-00172",4240,2012
-176.6180428,0.82207468,"Howland","HOW-00191",4241,2012
-176.6225955,0.81057597,"Howland","HOW-00168",4243,2012
-176.6202444,0.79875103,"Howland","HOW-00151",4244,2012
-176.6194533,0.82164084,"Howland","HOW-00179",4249,2012
-176.6154166,0.81934595,"Howland","HOW-00185",4250,2012
-176.6179348,0.82142953,"Howland","HOW-00163",4251,2012
-176.6233713,0.81269433,"Howland","HOW-00210",4252,2012
-176.6227867,0.82357974,"Howland","HOW-00173",4253,2012
-176.6237112,0.81391163,"Howland","HOW-00209",4254,2012
-176.615496,0.78962213,"Howland","HOW-00189",4255,2012
-176.6164341,0.79033761,"Howland","HOW-00167",4256,2012
-176.6195101,0.79668866,"Howland","HOW-00159",4257,2012
-176.6207594,0.79982216,"Howland","HOW-00219",4258,2012
-176.6211357,0.80157632,"Howland","HOW-00218",4259,2012
-176.6219331,0.80796685,"Howland","HOW-00213",4268,2012
-176.621334,0.80664544,"Howland","HOW-00214",4269,2012
-176.6181279,0.79386564,"Howland","HOW-00225",4270,2012
-176.6212361,0.80542118,"Howland","HOW-00215",4273,2012
-176.6194755,0.79636713,"Howland","HOW-00224",4275,2012
-176.6097236,0.80254569,"Howland","HOW-00162",4276,2012
-176.6099384,0.80127952,"Howland","HOW-00176",4277,2012
-176.6210366,0.80391764,"Howland","HOW-00216",4278,2012
-176.621887,0.80830129,"Howland","HOW-00212",4279,2012
-176.6097609,0.8070399,"Howland","HOW-00175",4282,2012
-176.61125,0.79516693,"Howland","HOW-00150",4283,2012
-176.6141855,0.79027332,"Howland","HOW-00154",4284,2012
-176.6189962,0.79506199,"Howland","HOW-00223",4285,2012
-176.613173,0.81590937,"Howland","HOW-00192",4288,2012
-176.6115794,0.8120827,"Howland","HOW-00186",4289,2012
-176.6104406,0.80891727,"Howland","HOW-00012",4290,2012
-176.6267073,0.82111261,"Howland","HOW-00180",4291,2012
-176.6243488,0.81568298,"Howland","HOW-00152",4292,2012
-176.6229995,0.81173452,"Howland","HOW-00183",4293,2012
-176.4780267,0.20657938,"Baker","BAK-00177",4294,2012
-176.4683985,0.20383489,"Baker","BAK-00183",4295,2012
-176.4714922,0.20400513,"Baker","BAK-00151",4296,2012
-176.4660854,0.20108781,"Baker","BAK-00159",4297,2012
-176.4696584,0.18985832,"Baker","BAK-00135",4298,2012
-176.4795407,0.20578042,"Baker","BAK-00181",4299,2012
-176.4763561,0.20489428,"Baker","BAK-00157",4300,2012
-176.4679113,0.19666174,"Baker","BAK-00132",4301,2012
-176.4591259,0.19458672,"Baker","BAK-00171",4302,2012
-176.4640195,0.19950748,"Baker","BAK-00173",4303,2012
-176.4661207,0.20140699,"Baker","BAK-00161",4304,2012
-176.458059,0.19071353,"Baker","BAK-00179",4309,2012
-176.4619376,0.20003454,"Baker","BAK-00185",4310,2012
-176.4649855,0.19335466,"Baker","BAK-00163",4311,2012
-176.4617082,0.19336933,"Baker","BAK-00156",4312,2012
-176.4775577,0.18828713,"Baker","BAK-00138",4313,2012
-176.4863708,0.18928441,"Baker","BAK-00242",4314,2012
-176.4804227,0.18842954,"Baker","BAK-00153",4316,2012
-176.4847809,0.19907339,"Baker","BAK-00230",4320,2012
-176.4866949,0.1954804,"Baker","BAK-00175",4321,2012
-176.4866443,0.19495561,"Baker","BAK-00145",4322,2012
-176.4840654,0.2000057,"Baker","BAK-00232",4323,2012
-176.488614,0.19238773,"Baker","BAK-00189",4324,2012
-176.4888142,0.19074119,"Baker","BAK-00162",4325,2012
-171.0778773,-11.04567393,"Swains","SWA-00117",4337,2012
-171.0852335,-11.04704831,"Swains","SWA-00107",4338,2012
-171.0848945,-11.04695896,"Swains","SWA-00073",4339,2012
-171.0856919,-11.04747101,"Swains","SWA-00065",4340,2012
-171.0870821,-11.0478487,"Swains","SWA-00063",4341,2012
-171.0910121,-11.05014064,"Swains","SWA-00085",4342,2012
-171.0689481,-11.06206264,"Swains","SWA-00111",4346,2012
-171.0892941,-11.04820032,"Swains","SWA-00109",4347,2012
-171.0921351,-11.05266611,"Swains","SWA-00067",4348,2012
-171.0919632,-11.0540358,"Swains","SWA-00089",4349,2012
-171.0916629,-11.05514799,"Swains","SWA-00077",4350,2012
-171.080079,-11.046276,"Swains","SWA-00074",4351,2012
-171.0836971,-11.06694359,"Swains","SWA-00125",4352,2012
-171.0831603,-11.06693823,"Swains","SWA-00061",4353,2012
-171.0820257,-11.06776334,"Swains","SWA-00083",4354,2012
-171.0751937,-11.06686564,"Swains","SWA-00105",4355,2012
-171.0740786,-11.06596475,"Swains","SWA-00087",4356,2012
-171.0724995,-11.06463823,"Swains","SWA-00108",4357,2012
-171.0894868,-11.06126376,"Swains","SWA-00121",4363,2012
-171.0914496,-11.05769291,"Swains","SWA-00119",4364,2012
-171.0900769,-11.06029222,"Swains","SWA-00101",4365,2012
-171.0874561,-11.06293302,"Swains","SWA-00079",4366,2012
-171.08662,-11.06404446,"Swains","SWA-00081",4367,2012
-171.0788862,-11.06835519,"Swains","SWA-00064",4368,2012
-171.0640896,-11.05376598,"Swains","SWA-00129",4371,2012
-171.068181,-11.04789203,"Swains","SWA-00115",4372,2012
-171.06747,-11.04956497,"Swains","SWA-00071",4373,2012
-171.0650689,-11.05809909,"Swains","SWA-00112",4374,2012
-171.0704373,-11.04579488,"Swains","SWA-00126",4378,2012
-171.0770394,-11.04598029,"Swains","SWA-00069",4379,2012
-171.0746085,-11.04552012,"Swains","SWA-00113",4380,2012
-171.0691092,-11.047168,"Swains","SWA-00090",4381,2012
-171.0666867,-11.05977153,"Swains","SWA-00075",4382,2012
-171.0682411,-11.06149418,"Swains","SWA-00123",4383,2012
-171.092075,-11.0562285,"Swains","SWA-00122",4384,2012
-171.0724136,-11.06477654,"Swains","SWA-00106",4385,2012
-171.0646994,-11.05271984,"Swains","SWA-00120",4386,2012
-171.0776703,-11.06779964,"Swains","SWA-00078",4387,2012
-170.6585126,-14.29318364,"Tutuila","TUT-00584",4394,2012
-170.6653791,-14.29043815,"Tutuila","TUT-00572",4395,2012
-170.6810369,-14.30154584,"Tutuila","TUT-00573",4396,2012
-170.6773065,-14.30064915,"Tutuila","TUT-00557",4397,2012
-170.6744829,-14.29116804,"Tutuila","TUT-00551",4399,2012
-170.63475,-14.288335,"Tutuila","TUT-00513",4444,2012
-170.64486,-14.312634,"Tutuila","TUT-00514",4445,2012
-170.652518,-14.314822,"Tutuila","TUT-00508",4446,2012
-170.69406,-14.328219,"Tutuila","TUT-00561",4447,2012
-170.697771,-14.323059,"Tutuila","TUT-00501",4448,2012
-170.700951,-14.333937,"Tutuila","TUT-00502",4449,2012
-170.716647,-14.338543,"Tutuila","TUT-00610",4450,2012
-170.6202262,-14.27412688,"Tutuila","TUT-00586",4451,2012
-170.6243201,-14.29512614,"Tutuila","TUT-00588",4452,2012
-170.6364887,-14.28248447,"Tutuila","TUT-00504",4453,2012
-170.6426788,-14.30944956,"Tutuila","TUT-00515",4454,2012
-170.7175721,-14.26790281,"Tutuila","TUT-00542",4459,2012
-170.7193972,-14.27049886,"Tutuila","TUT-00506",4460,2012
-170.7239523,-14.27760512,"Tutuila","TUT-00556",4461,2012
-170.7330064,-14.28200201,"Tutuila","TUT-00503",4462,2012
-170.7589728,-14.2876572,"Tutuila","TUT-00527",4463,2012
-170.8002723,-14.29077677,"Tutuila","TUT-00526",4464,2012
-170.6982455,-14.2526112,"Tutuila","TUT-00536",4465,2012
-170.7004193,-14.25374134,"Tutuila","TUT-00517",4466,2012
-170.7356572,-14.27824734,"Tutuila","TUT-00548",4467,2012
-170.7422632,-14.28918606,"Tutuila","TUT-00563",4468,2012
-170.7516319,-14.29241887,"Tutuila","TUT-00596",4469,2012
-170.8091933,-14.27826888,"Tutuila","TUT-00520",4470,2012
-170.8109654,-14.29694217,"Tutuila","TUT-00539",4471,2012
-170.7736271,-14.29235945,"Tutuila","TUT-00628",4472,2012
-170.7789242,-14.3686905,"Tutuila","TUT-00593",4474,2012
-170.8075385,-14.36131661,"Tutuila","TUT-00595",4475,2012
-170.7883854,-14.35328037,"Tutuila","TUT-00505",4477,2012
-170.7961851,-14.33572196,"Tutuila","TUT-00546",4478,2012
-170.8088049,-14.33388532,"Tutuila","TUT-00511",4479,2012
-170.8077535,-14.33530404,"Tutuila","TUT-00591",4480,2012
-170.7338045,-14.3600201,"Tutuila","TUT-00562",4484,2012
-170.7386157,-14.36472184,"Tutuila","TUT-00544",4485,2012
-170.7501397,-14.3598372,"Tutuila","TUT-00549",4486,2012
-170.7873489,-14.36109231,"Tutuila","TUT-00695",4487,2012
-170.7808103,-14.360105,"Tutuila","TUT-00663",4488,2012
-170.668719,-14.23845073,"Tutuila","TUT-00691",4496,2012
-170.6961801,-14.23049865,"Tutuila","TUT-00583",4527,2012
-170.6801209,-14.24258502,"Tutuila","TUT-00541",4528,2012
-170.6757709,-14.2392626,"Tutuila","TUT-00579",4529,2012
-170.5995077,-14.25092644,"Tutuila","TUT-00521",4530,2012
-170.6046176,-14.25491714,"Tutuila","TUT-00653",4531,2012
-170.566523,-14.24500789,"Tutuila","TUT-00554",4532,2012
-170.5632901,-14.24540637,"Tutuila","TUT-00630",4533,2012
-170.5628093,-14.25078738,"Tutuila","TUT-00525",4534,2012
-170.6250782,-14.24794977,"Tutuila","TUT-00509",4538,2012
-170.6236858,-14.25543741,"Tutuila","TUT-00519",4539,2012
-170.5912539,-14.25439395,"Tutuila","TUT-00558",4540,2012
-170.5941659,-14.2560974,"Tutuila","TUT-00577",4541,2012
-170.5851996,-14.24864329,"Tutuila","TUT-00500",4542,2012
-170.647033,-14.22547848,"Tutuila","TUT-00597",4544,2012
-170.6455133,-14.22590654,"Tutuila","TUT-00568",4557,2012
-170.6462038,-14.24707403,"Tutuila","TUT-00598",4569,2012
-170.5404809,-14.27187868,"Tutuila","TUT-00518",4572,2012
-170.5416498,-14.28034767,"Tutuila","TUT-00510",4573,2012
-170.5467031,-14.28012404,"Tutuila","TUT-00580",4574,2012
-170.5565404,-14.29285724,"Tutuila","TUT-00531",4575,2012
-170.5735572,-14.2991855,"Tutuila","TUT-00523",4576,2012
-170.5807059,-14.30104879,"Tutuila","TUT-00545",4577,2012
-170.593825,-14.28113121,"Tutuila","TUT-00661",4578,2012
-170.5595389,-14.25552047,"Tutuila","TUT-00555",4582,2012
-170.5624473,-14.25316826,"Tutuila","TUT-00543",4583,2012
-170.5599614,-14.26082437,"Tutuila","TUT-00594",4584,2012
-170.5721178,-14.27417993,"Tutuila","TUT-00571",4585,2012
-170.5754829,-14.27516388,"Tutuila","TUT-00559",4586,2012
-170.5611855,-14.28032043,"Tutuila","TUT-00552",4587,2012
-170.5725091,-14.29797096,"Tutuila","TUT-00533",4588,2012
-170.6479837,-14.31140589,"Tutuila","TUT-00585",4591,2012
-170.608209,-14.28140463,"Tutuila","TUT-00578",4592,2012
-170.5635672,-14.28436897,"Tutuila","TUT-00560",4598,2012
-170.5948493,-14.2815887,"Tutuila","TUT-00537",4599,2012
-170.5926426,-14.30339111,"Tutuila","TUT-00550",4600,2012
-170.6001248,-14.2852733,"Tutuila","TUT-00534",4601,2012
-170.6755152,-14.29230571,"Tutuila","TUT-00624",4610,2012
-170.6754616,-14.29038668,"Tutuila","TUT-00637",4635,2012
-170.5989437,-14.30526481,"Tutuila","TUT-00590",4639,2012
-170.6154912,-14.27400617,"Tutuila","TUT-00507",4640,2012
-170.6156095,-14.27533135,"Tutuila","TUT-00529",4641,2012
-170.6118918,-14.27616795,"Tutuila","TUT-00566",4642,2012
-168.1476113,-14.53508293,"Rose","ROS-00339",4650,2012
-168.1450859,-14.5404305,"Rose","ROS-00315",4651,2012
-168.1413846,-14.54471499,"Rose","ROS-00319",4652,2012
-168.1468276,-14.53774754,"Rose","ROS-00314",4653,2012
-168.1388805,-14.55097309,"Rose","ROS-00347",4654,2012
-168.1386213,-14.55032089,"Rose","ROS-00331",4655,2012
-168.1377728,-14.54823346,"Rose","ROS-00329",4656,2012
-168.1491241,-14.55594926,"Rose","ROS-00345",4657,2012
-168.1462256,-14.5546996,"Rose","ROS-00327",4658,2012
-168.1469361,-14.55484,"Rose","ROS-00305",4659,2012
-168.1530219,-14.55788221,"Rose","ROS-00332",4660,2012
-168.1595242,-14.5601708,"Rose","ROS-00349",4661,2012
-168.1491544,-14.53015579,"Rose","ROS-00341",4667,2012
-168.1491699,-14.53187995,"Rose","ROS-00317",4668,2012
-168.1527358,-14.52988087,"Rose","ROS-00321",4669,2012
-168.1553766,-14.53087127,"Rose","ROS-00325",4670,2012
-168.1634814,-14.53621742,"Rose","ROS-00323",4671,2012
-168.1663243,-14.53703323,"Rose","ROS-00309",4672,2012
-168.1610668,-14.53563588,"Rose","ROS-00308",4673,2012
-168.1657191,-14.552956,"Rose","ROS-00352",4674,2012
-168.1665462,-14.55178907,"Rose","ROS-00335",4675,2012
-168.1629591,-14.5563329,"Rose","ROS-00301",4676,2012
-168.167692,-14.55013565,"Rose","ROS-00337",4677,2012
-168.1725663,-14.54190823,"Rose","ROS-00333",4678,2012
-168.1503567,-14.52893028,"Rose","ROS-00320",4695,2012
-168.1401548,-14.54620437,"Rose","ROS-00311",4696,2012
-168.138047,-14.54688163,"Rose","ROS-00340",4697,2012
-168.1699072,-14.54728094,"Rose","ROS-00350",4698,2012
-168.1571469,-14.5600548,"Rose","ROS-00306",4699,2012
-168.1611218,-14.53492979,"Rose","ROS-00342",4718,2012
-168.1720686,-14.5382098,"Rose","ROS-00343",4719,2012
-168.1589069,-14.53373336,"Rose","ROS-00324",4720,2012
-168.1577755,-14.53340948,"Rose","ROS-00307",4721,2012
-169.4972779,-14.26766065,"Tau","TAU-00061",4734,2012
-169.5046005,-14.24904084,"Tau","TAU-00073",4735,2012
-169.513701,-14.21910898,"Tau","TAU-00093",4736,2012
-169.5057902,-14.24708392,"Tau","TAU-00062",4737,2012
-169.5008343,-14.25615959,"Tau","TAU-00071",4738,2012
-169.4990176,-14.21524459,"Tau","TAU-00065",4739,2012
-169.4251118,-14.21024554,"Tau","TAU-00067",4740,2012
-169.4337605,-14.21192284,"Tau","TAU-00095",4741,2012
-169.4527955,-14.21025266,"Tau","TAU-00081",4742,2012
-169.4738187,-14.21441939,"Tau","TAU-00083",4743,2012
-169.5038962,-14.21425888,"Tau","TAU-00085",4744,2012
-169.4832385,-14.27250942,"Tau","TAU-00063",4753,2012
-169.4856458,-14.27409553,"Tau","TAU-00077",4754,2012
-169.4223507,-14.25947916,"Tau","TAU-00075",4755,2012
-169.4194976,-14.23890151,"Tau","TAU-00091",4756,2012
-169.4185768,-14.24039642,"Tau","TAU-00101",4757,2012
-169.4777303,-14.2652496,"Tau","TAU-00105",4758,2012
-169.4694698,-14.25480508,"Tau","TAU-00080",4759,2012
-169.4639403,-14.2519264,"Tau","TAU-00103",4760,2012
-169.4203784,-14.25440434,"Tau","TAU-00087",4761,2012
-169.4183001,-14.22441959,"Tau","TAU-00098",4762,2012
-169.4179706,-14.2192146,"Tau","TAU-00097",4763,2012
-169.6039066,-14.18894738,"Ofu & Olosega","OLO-00471",4771,2012
-169.6201233,-14.18903019,"Ofu & Olosega","OLO-00451",4772,2012
-169.6099911,-14.19140948,"Ofu & Olosega","OLO-00465",4773,2012
-169.6083789,-14.1666096,"Ofu & Olosega","OLO-00424",4774,2012
-169.6289291,-14.16555239,"Ofu & Olosega","OLO-00479",4775,2012
-169.6182989,-14.15585235,"Ofu & Olosega","OLO-00459",4776,2012
-169.6068029,-14.18451528,"Ofu & Olosega","OLO-00475",4777,2012
-169.6160127,-14.19172078,"Ofu & Olosega","OLO-00447",4778,2012
-169.6081061,-14.16135817,"Ofu & Olosega","OLO-00452",4779,2012
-169.6252238,-14.16482049,"Ofu & Olosega","OLO-00443",4780,2012
-169.6164565,-14.14993833,"Ofu & Olosega","OLO-00469",4781,2012
-169.6760172,-14.18557349,"Ofu & Olosega","OFU-00477",4785,2012
-169.6873557,-14.16347846,"Ofu & Olosega","OFU-00449",4786,2012
-169.6870139,-14.16974318,"Ofu & Olosega","OFU-00478",4787,2012
-169.6831019,-14.16413677,"Ofu & Olosega","OFU-00437",4788,2012
-169.6829828,-14.1630576,"Ofu & Olosega","OFU-00455",4789,2012
-169.6774596,-14.15864604,"Ofu & Olosega","OFU-00446",4790,2012
-169.6524606,-14.18112429,"Ofu & Olosega","OFU-00481",4794,2012
-169.6488138,-14.17672019,"Ofu & Olosega","OFU-00457",4795,2012
-169.6809073,-14.17627863,"Ofu & Olosega","OFU-00426",4796,2012
-169.681232,-14.17356088,"Ofu & Olosega","OFU-00433",4797,2012
-169.6828697,-14.17517314,"Ofu & Olosega","OFU-00474",4798,2012
-169.6279101,-14.17762124,"Ofu & Olosega","OLO-00445",4805,2012
-169.683865,-14.15394304,"Ofu & Olosega","OFU-00476",4806,2012
-169.6682214,-14.15999092,"Ofu & Olosega","OFU-00473",4807,2012
-169.6514154,-14.17916142,"Ofu & Olosega","OFU-00429",4808,2012
-169.6558063,-14.16419226,"Ofu & Olosega","OFU-00422",4809,2012
-169.6671622,-14.16204264,"Ofu & Olosega","OFU-00467",4810,2012
-169.6175775,-14.1519727,"Ofu & Olosega","OLO-00480",4811,2012
-169.6324366,-14.16417558,"Ofu & Olosega","OFU-00425",4812,2012
-160.0102004,-0.37098932,"Jarvis","JAR-00215",4821,2012
-160.0114638,-0.37193396,"Jarvis","JAR-00243",4822,2012
-160.0156624,-0.37956157,"Jarvis","JAR-00230",4824,2012
-160.0096442,-0.38107224,"Jarvis","JAR-00255",4825,2012
-160.0140755,-0.37680309,"Jarvis","JAR-00263",4826,2012
-159.9980154,-0.38190448,"Jarvis","JAR-00218",4827,2012
-159.9816022,-0.37919512,"Jarvis","JAR-00259",4828,2012
-159.986483,-0.3813377,"Jarvis","JAR-00262",4829,2012
-159.9817058,-0.38226591,"Jarvis","JAR-00223",4830,2012
-160.0023083,-0.38225803,"Jarvis","JAR-00228",4831,2012
-159.9729623,-0.37353649,"Jarvis","JAR-00217",4841,2012
-159.9801929,-0.36895033,"Jarvis","JAR-00229",4842,2012
-159.9760771,-0.37166121,"Jarvis","JAR-00231",4843,2012
-159.9757141,-0.37500517,"Jarvis","JAR-00245",4844,2012
-159.9734886,-0.37950801,"Jarvis","JAR-00241",4845,2012
-159.97833,-0.38190415,"Jarvis","JAR-00247",4846,2012
-159.9966629,-0.38141364,"Jarvis","JAR-00265",4847,2012
-160.0115455,-0.38170751,"Jarvis","JAR-00207",4848,2012
-160.0105315,-0.37199732,"Jarvis","JAR-00249",4849,2012
-160.0022822,-0.36151542,"Jarvis","JAR-00211",4852,2012
-159.9962362,-0.36223023,"Jarvis","JAR-00237",4853,2012
-159.9989159,-0.36256869,"Jarvis","JAR-00268",4854,2012
-160.0051169,-0.36359539,"Jarvis","JAR-00220",4855,2012
-160.0068008,-0.36706281,"Jarvis","JAR-00264",4856,2012
-159.9990215,-0.36158532,"Jarvis","JAR-00219",4857,2012
-159.991007,-0.36305635,"Jarvis","JAR-00235",4858,2012
-159.98407,-0.36482392,"Jarvis","JAR-00216",4859,2012
-159.9785671,-0.37326961,"Jarvis","JAR-00225",4860,2012
-159.9800725,-0.37517608,"Jarvis","JAR-00221",4861,2012
-159.9768091,-0.3695431,"Jarvis","JAR-00213",4862,2012
-159.9747113,-0.37415424,"Jarvis","JAR-00239",4863,2012
-159.9762593,-0.37379348,"Jarvis","JAR-00233",4864,2012
-159.9885748,-0.36362682,"Jarvis","JAR-00236",4876,2012
-159.9824493,-0.36687045,"Jarvis","JAR-00224",4877,2012
-159.9714753,-0.37907517,"Jarvis","JAR-00201",4878,2012
-159.9842439,-0.36924806,"Jarvis","JAR-00257",4879,2012
-159.9839085,-0.37295194,"Jarvis","JAR-00266",4880,2012
-159.9999938,-0.38138883,"Jarvis","JAR-00267",4882,2012
-159.9758031,-0.37730684,"Jarvis","JAR-00242",4883,2012
-159.9772704,-0.37850327,"Jarvis","JAR-00246",4884,2012
-160.0035339,-0.38206818,"Jarvis","JAR-00269",4885,2012
-160.0132303,-0.375579,"Jarvis","JAR-00261",4886,2012
-162.3677826,6.37936323,"Kingman","KIN-00187",4892,2012
-162.376812,6.38161688,"Kingman","KIN-00204",4893,2012
-162.3863947,6.38278523,"Kingman","KIN-00217",4894,2012
-162.4053901,6.38188703,"Kingman","KIN-00215",4895,2012
-162.4387349,6.38289428,"Kingman","KIN-00193",4896,2012
-162.33775,6.39926791,"Kingman","KIN-00211",4897,2012
-162.3598837,6.42069951,"Kingman","KIN-00190",4898,2012
-162.3660932,6.42456164,"Kingman","KIN-00208",4899,2012
-162.3852305,6.43696049,"Kingman","KIN-00205",4900,2012
-162.4071258,6.45353176,"Kingman","KIN-00182",4901,2012
-162.4116502,6.3802829,"Kingman","KIN-00202",4908,2012
-162.4193966,6.38041944,"Kingman","KIN-00222",4909,2012
-162.4225337,6.37827258,"Kingman","KIN-00186",4910,2012
-162.4714142,6.38925237,"Kingman","KIN-00197",4912,2012
-162.4627996,6.38750273,"Kingman","KIN-00196",4915,2012
-162.4107235,6.45007473,"Kingman","KIN-00195",4916,2012
-162.4197944,6.44049908,"Kingman","KIN-00191",4917,2012
-162.447873,6.41502589,"Kingman","KIN-00185",4918,2012
-162.4527783,6.40677197,"Kingman","KIN-00201",4919,2012
-162.4789745,6.38672766,"Kingman","KIN-00183",4920,2012
-162.3976712,6.44566719,"Kingman","KIN-00198",4933,2012
-162.3641964,6.37946541,"Kingman","KIN-00189",4961,2012
-162.3592491,6.42032945,"Kingman","KIN-00188",4964,2012
-162.375855,6.43081597,"Kingman","KIN-00203",4965,2012
-162.391481,6.44088154,"Kingman","KIN-00207",4966,2012
-162.4373131,6.38268205,"Kingman","KIN-00200",4968,2012
