species,trophic_guild,genus,subfamily,family,order,class,superclass,diet,position
scarus_tricolor,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_trispinosus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_vetula,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_viridifucatus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_xanthopleura,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_zelindae,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_zufar,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
bodianus_darwini,invertivores-benthic,semicossyphus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
bodianus_pulcher,invertivores-benthic,semicossyphus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BtPlDw
bodianus_reticulatus,invertivores-benthic,semicossyphus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
sparisoma_amplum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_atomarium,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_aurofrenatum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_axillare,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_chrysopterum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_cretense,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_frondosum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_griseorubrum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_radians,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_rubripinne,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_strigatum,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_tuiupiranga,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
sparisoma_viride,microphages,sparisoma,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
stethojulis_albovittata,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_balteata,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_bandanensis,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_interrupta,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_maculata,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
stethojulis_marquesensis,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
stethojulis_notialis,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_strigiventer,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_terina,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
stethojulis_trilineata,invertivores-benthic,stethojulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
suezichthys_arquatus,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
suezichthys_aylingi,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
suezichthys_bifurcatus,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
suezichthys_caudavittatus,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
suezichthys_cyanolaemus,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
suezichthys_devisi,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
suezichthys_gracilis,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
suezichthys_soelae,invertivores-benthic,suezichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
symphodus_mediterraneus,invertivores-benthic,symphodus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
terelabrus_rubrovittatus,invertivores-benthic,terelabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_amblycephalum,planktivores,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
thalassoma_ascensionis,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
thalassoma_ballieui,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_bifasciatum,invertivores-pelagic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_cupido,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_duperrey,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
thalassoma_genivittatum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_grammaticum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_hardwicke,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_hebraicum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_heiseri,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_jansenii,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_loxum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_lucasanum,invertivores-pelagic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
thalassoma_lunare,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_lutescens,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_newtoni,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_nigrofasciatum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_noronhanum,invertivores-pelagic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
thalassoma_pavo,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_purpureum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_quinquevittatum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_robertsoni,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_rueppellii,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_sanctaehelenae,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_septemfasciatum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_trilobatum,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
thalassoma_virens,invertivores-benthic,thalassoma,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
wetmorella_albofasciata,invertivores-benthic,wetmorella,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
wetmorella_nigropinnata,invertivores-benthic,wetmorella,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
wetmorella_tanakai,invertivores-benthic,wetmorella,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
xenojulis_margaritacea,invertivores-benthic,xenojulis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xiphocheilus_typus,invertivores-benthic,xiphocheilus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
xyrichtys_blanchardi,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_incandescens,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_javanicus,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_martinicensis,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_mundiceps,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_novacula,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_sanctaehelenae,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_splendens,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_victori,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
xyrichtys_wellingtoni,invertivores-benthic,xyrichtys,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
labrisomus_cricota,invertivores-benthic,labrisomus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
labrisomus_multiporosus,invertivores-benthic,labrisomus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
labrisomus_nuchipinnis,invertivores-benthic,labrisomus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
malacoctenus_boehlkei,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
malacoctenus_ebisui,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
malacoctenus_macropus,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
malacoctenus_margaritae,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,FisCep,BnthDw
malacoctenus_tetranemus,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BtPlDw
malacoctenus_triangulatus,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,HerMac,BnthDw
malacoctenus_zonifer,invertivores-benthic,malacoctenus,NA,labrisomidae,blenniiformes,teleostei,osteichthyes,InvMob,BnthDw
psammoperca_waigiensis,macrocarnivores,psammoperca,NA,latidae,carangaria/misc,teleostei,osteichthyes,FisCep,BtPlAs
caulolatilus_princeps,macrocarnivores,caulolatilus,NA,latilidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
chirodactylus_spectabilis,macrocarnivores,chirodactylus,NA,latridae,centrarchiformes,teleostei,osteichthyes,FisCep,PelgDw
goniistius_francisi,omnivores-benthic,goniistius,NA,latridae,centrarchiformes,teleostei,osteichthyes,InvSes,PelgDw
goniistius_gibbosus,omnivores-benthic,goniistius,NA,latridae,centrarchiformes,teleostei,osteichthyes,HerMac,PelgDw
goniistius_plessisi,omnivores-benthic,goniistius,NA,latridae,centrarchiformes,teleostei,osteichthyes,Plktiv,PelgDw
goniistius_rubrolabiatus,omnivores-benthic,goniistius,NA,latridae,centrarchiformes,teleostei,osteichthyes,Plktiv,PelgDw
goniistius_vestitus,omnivores-benthic,goniistius,NA,latridae,centrarchiformes,teleostei,osteichthyes,InvSes,PelgDw
morwong_ephippium,invertivores-benthic,morwong,NA,latridae,centrarchiformes,teleostei,osteichthyes,HerMac,PelgDw
morwong_fuscus,invertivores-benthic,morwong,NA,latridae,centrarchiformes,teleostei,osteichthyes,FisCep,PelgDw
nemadactylus_douglasii,invertivores-benthic,nemadactylus,NA,latridae,centrarchiformes,teleostei,osteichthyes,FisCep,PelgDw
gnathodentex_aureolineatus,invertivores-benthic,gnathodentex,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
gymnocranius_audleyi,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
gymnocranius_elongatus,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
gymnocranius_euanus,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
gymnocranius_frenatus,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
gymnocranius_grandoculis,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
gymnocranius_griseus,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
gymnocranius_microdon,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
gymnocranius_superciliosus,invertivores-benthic,gymnocranius,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lethrinus_amboinensis,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_atkinsoni,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lethrinus_atlanticus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
lethrinus_borbonicus,invertivores-benthic,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_conchyliatus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
lethrinus_crocineus,invertivores-benthic,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
lethrinus_enigmaticus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_erythracanthus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_erythropterus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lethrinus_genivittatus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
lethrinus_haematopterus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_harak,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lethrinus_laticaudis,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
lethrinus_lentjan,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
lethrinus_mahsena,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_microdon,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
lethrinus_miniatus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
lethrinus_nebulosus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
lethrinus_obsoletus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
lethrinus_olivaceus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlAs
lethrinus_ornatus,invertivores-benthic,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_ravus,invertivores-benthic,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_reticulatus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_rubrioperculatus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_semicinctus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lethrinus_variegatus,invertivores-benthic,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
lethrinus_xanthochilus,macrocarnivores,lethrinus,lethrininae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
monotaxis_grandoculis,invertivores-benthic,monotaxis,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
monotaxis_heterodon,invertivores-benthic,monotaxis,monotaxinae,lethrinidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
aulacocephalus_temminckii,macrocarnivores,aulacocephalus,diploprioninae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
belonoperca_chabanaudi,invertivores-benthic,belonoperca,diploprioninae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
diploprion_bifasciatum,macrocarnivores,diploprion,diploprioninae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,FisCep,BnthDw
diploprion_drachi,invertivores-benthic,diploprion,diploprioninae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthAs
liopropoma_aberrans,macrocarnivores,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
liopropoma_africanum,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
liopropoma_aurora,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthAs
liopropoma_carmabi,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
liopropoma_collettei,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
liopropoma_dorsoluteum,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthAs
liopropoma_eukrines,invertivores-benthic,liopropoma,liopropomatinae,liopropomatidae,perciformes/serranoidei,teleostei,osteichthyes,InvMob,BnthDw
